,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
2614,ideological,adjective,c1,/ˌaɪdiəˈlɒdʒɪkl/,/ˌaɪdiəˈlɑːdʒɪkl/,based on or connected with an ideology,ideological differences,ideological_uk.mp3,ideological_us.mp3
2615,ideology,noun,c1,/ˌaɪdiˈɒlədʒi/,/ˌaɪdiˈɑːlədʒi/,a set of ideas that an economic or political system is based on,Marxist/capitalist ideology,ideology_uk.mp3,ideology_us.mp3
2616,idiot,noun,c1,/ˈɪdiət/,/ˈɪdiət/,a rude way to refer to somebody who you think is very stupid,"When I lost my passport, I felt such an idiot.",idiot_uk.mp3,idiot_us.mp3
2617,if,conjunction,a1,/ɪf/,/ɪf/,"used to say that one thing can, will or might happen or be true, depending on another thing happening or being true","If you see him, give him this note.",if_uk.mp3,if_us.mp3
2618,ignorance,noun,c1,/ˈɪɡnərəns/,/ˈɪɡnərəns/,a lack of knowledge or information about something,They fought a long battle against prejudice and ignorance.,ignorance_uk.mp3,ignorance_us.mp3
2619,ignore,verb,b1,/ɪɡˈnɔː(r)/,/ɪɡˈnɔːr/,to pay no attention to something,He ignored all the ‘No Smoking’ signs and lit up a cigarette.,ignore_uk.mp3,ignore_us.mp3
2620,ill,adjective,a2,/ɪl/,/ɪl/,suffering from an illness or disease; not feeling well,Her father is seriously ill in St Luke's hospital.,ill_uk.mp3,ill_us.mp3
2621,illegal,adjective,b1,/ɪˈliːɡl/,/ɪˈliːɡl/,not allowed by the law,illegal drugs/firearms/substances,illegal_uk.mp3,illegal_us.mp3
2622,illness,noun,a2,/ˈɪlnəs/,/ˈɪlnəs/,the state of being physically or mentally ill,The virus can cause illness in humans.,illness_uk.mp3,illness_us.mp3
2623,illusion,noun,b2,/ɪˈluːʒn/,/ɪˈluːʒn/,"a false idea or belief, especially about somebody or about a situation","under the illusion that…, She's under the illusion that (= believes wrongly that) she'll get the job.",illusion_uk.mp3,illusion_us.mp3
2624,illustrate,verb,b2,/ˈɪləstreɪt/,/ˈɪləstreɪt/,"to use pictures, photographs, diagrams, etc. in a book, etc.","illustrate something, She illustrated her own books.",illustrate_uk.mp3,illustrate_us.mp3
2625,illustration,noun,b2,/ˌɪləˈstreɪʃn/,/ˌɪləˈstreɪʃn/,"a drawing or picture in a book, magazine, for decoration or to explain something",50 full-colour illustrations,illustration_uk.mp3,illustration_us.mp3
2626,image,noun,a2,/ˈɪmɪdʒ/,/ˈɪmɪdʒ/,"a picture, photograph or statue that represents somebody/something", Most simple leaflets will include text and images.,image_uk.mp3,image_us.mp3
2627,imagery,noun,c1,/ˈɪmɪdʒəri/,/ˈɪmɪdʒəri/,language that produces pictures in the minds of people reading or listening,poetic imagery,imagery_uk.mp3,imagery_us.mp3
2628,imaginary,adjective,b1,/ɪˈmædʒɪnəri/,/ɪˈmædʒɪneri/,existing only in your mind or imagination,The equator is an imaginary line around the middle of the earth.,imaginary_uk.mp3,imaginary_us.mp3
2629,imagination,noun,b2,/ɪˌmædʒɪˈneɪʃn/,/ɪˌmædʒɪˈneɪʃn/,the ability to create pictures in your mind; the part of your mind that does this,a vivid/fertile imagination,imagination_uk.mp3,imagination_us.mp3
2630,imagine,verb,a1,/ɪˈmædʒɪn/,/ɪˈmædʒɪn/,to form a picture in your mind of what something might be like,"imagine something, The house was just as she had imagined it.",imagine_uk.mp3,imagine_us.mp3
2631,immediate,adjective,b1,/ɪˈmiːdiət/,/ɪˈmiːdiət/,happening or done without delay,an immediate reaction/response ,immediate_uk.mp3,immediate_us.mp3
2632,immediately,adverb,a2,/ɪˈmiːdiətli/,/ɪˈmiːdiətli/,without delay,She answered almost immediately.,immediately_uk.mp3,immediately_us.mp3
2633,immense,adjective,c1,/ɪˈmens/,/ɪˈmens/,extremely large or great,There is still an immense amount of work to be done.,immense_uk.mp3,immense_us.mp3
2634,immigrant,noun,b1,/ˈɪmɪɡrənt/,/ˈɪmɪɡrənt/,a person who has come to live permanently in a different country from the one they were born in,"immigrant from…, immigrants from other European countries",immigrant_uk.mp3,immigrant_us.mp3
2635,immigration,noun,b2,/ˌɪmɪˈɡreɪʃn/,/ˌɪmɪˈɡreɪʃn/,the process of coming to live permanently in a different country from the one you were born in; the number of people who do this,legal/illegal immigration,immigration_uk.mp3,immigration_us.mp3
2636,imminent,adjective,c1,/ˈɪmɪnənt/,/ˈɪmɪnənt/,likely to happen very soon,the imminent threat of invasion,imminent_uk.mp3,imminent_us.mp3
2637,immune,adjective,b2,/ɪˈmjuːn/,/ɪˈmjuːn/,that cannot catch or be affected by a particular disease or illness,Adults are often immune to German measles.,immune_uk.mp3,immune_us.mp3
2638,impact,noun,b1,/ˈɪmpækt/,/ˈɪmpækt/,the powerful effect that something has on somebody/something,a positive/a negative/an adverse impact,impact_uk.mp3,impact_us.mp3
2639,impact,verb,b1,/ɪmˈpækt/,/ɪmˈpækt/,to have an effect on somebody/something,"impact on/upon somebody/something, Her father's death impacted greatly on her childhood years.",impact_uk.mp3,impact_us.mp3
2640,impatient,adjective,b2,/ɪmˈpeɪʃnt/,/ɪmˈpeɪʃnt/,"annoyed by somebody/something, especially because you have to wait for a long time",I'd been waiting for twenty minutes and I was getting impatient.,impatient_uk.mp3,impatient_us.mp3
2641,implement,verb,b2,/ˈɪmplɪment/,/ˈɪmplɪment/,to make something that has been officially decided start to happen or be used,to implement changes/decisions/policies/reforms,implement_uk.mp3,implement_us.mp3
2642,implementation,noun,c1,/ˌɪmplɪmenˈteɪʃn/,/ˌɪmplɪmenˈteɪʃn/,the act of making something that has been officially decided start to happen or be used,the implementation of the new system,implementation_uk.mp3,implementation_us.mp3
2643,implication,noun,b2,/ˌɪmplɪˈkeɪʃn/,/ˌɪmplɪˈkeɪʃn/,a possible effect or result of an action or a decision,They failed to consider the wider implications of their actions.,implication_uk.mp3,implication_us.mp3
2644,imply,verb,b2,/ɪmˈplaɪ/,/ɪmˈplaɪ/,"to suggest that something is true or that you feel or think something, without saying so directly","imply (that)…, Are you implying (that) I am wrong?",imply_uk.mp3,imply_us.mp3
2645,import,noun,b1,/ˈɪmpɔːt/,/ˈɪmpɔːrt/,a product or service that is brought into one country from another,"import from…, food imports from abroad",import_uk.mp3,import_us.mp3
2646,import,verb,b1,/ɪmˈpɔːt/,/ɪmˈpɔːrt/,"to bring a product, a service, an idea, etc. into one country from another","import something, The country has to import most of its raw materials.",import_uk.mp3,import_us.mp3
2647,importance,noun,b1,/ɪmˈpɔːtns/,/ɪmˈpɔːrtns/,the quality of being important,She stressed the importance of careful preparation.,importance_uk.mp3,importance_us.mp3
2648,important,adjective,a1,/ɪmˈpɔːtnt/,/ɪmˈpɔːrtnt/,having a great effect on people or things; of great value,an important issue/question/point/factor,important_uk.mp3,important_us.mp3
2649,impose,verb,b2,/ɪmˈpəʊz/,/ɪmˈpəʊz/,"to introduce a new law, rule, tax, etc.; to order that a rule, punishment, etc. be used","impose something, The UN Security Council imposed sanctions in 1992.",impose_uk.mp3,impose_us.mp3
2650,impossible,adjective,a2,/ɪmˈpɒsəbl/,/ɪmˈpɑːsəbl/,that cannot exist or be done; not possible,almost/virtually/nearly impossible,impossible_uk.mp3,impossible_us.mp3
2651,impress,verb,b2,/ɪmˈpres/,/ɪmˈpres/,"if a person or thing impresses you, you admire them or it","impress (somebody), We interviewed a number of candidates but none of them impressed us.",impress_uk.mp3,impress_us.mp3
2652,impressed,adjective,b2,/ɪmˈprest/,/ɪmˈprest/,"admiring somebody/something because you think they are particularly good, interesting, etc.",I must admit I am impressed.,impressed_uk.mp3,impressed_us.mp3
2653,impression,noun,b1,/ɪmˈpreʃn/,/ɪmˈpreʃn/,"an idea, a feeling or an opinion that you get about somebody/something, or that somebody/something gives you",My first impression of him was favourable.,impression_uk.mp3,impression_us.mp3
2654,impressive,adjective,b1,/ɪmˈpresɪv/,/ɪmˈpresɪv/,"making you admire them, because they are very large, good, skilful, etc.",an impressive performance,impressive_uk.mp3,impressive_us.mp3
2655,imprison,verb,c1,/ɪmˈprɪzn/,/ɪmˈprɪzn/,to put somebody in a prison or another place from which they cannot escape,"be imprisoned (for something), They were imprisoned for possession of drugs.",imprison_uk.mp3,imprison_us.mp3
2656,imprisonment,noun,c1,/ɪmˈprɪznmənt/,/ɪmˈprɪznmənt/,the act of putting somebody in a prison or another place from which they cannot escape; the state of being there,to be sentenced to life imprisonment for murder,imprisonment_uk.mp3,imprisonment_us.mp3
2657,improve,verb,a1,/ɪmˈpruːv/,/ɪmˈpruːv/,to become better than before; to make something/somebody better than before,Overall the situation has improved dramatically.,improve_uk.mp3,improve_us.mp3
2658,improvement,noun,b1,/ɪmˈpruːvmənt/,/ɪmˈpruːvmənt/,the act of making something better; the process of something becoming better,The economy has shown significant improvement over the past 9 months.,improvement_uk.mp3,improvement_us.mp3
2659,in,adverb,a1,/ɪn/,/ɪn/,"into an object, an area or a substance",She opened the door and went in.,in_uk.mp3,in_us.mp3
2660,in,preposition,a1,/ɪn/,/ɪn/,at a point within an area or a space,a country in Africa,in_uk.mp3,in_us.mp3
2661,inability,noun,c1,/ˌɪnəˈbɪləti/,/ˌɪnəˈbɪləti/,the fact of not being able to do something,the government’s inability to provide basic services,inability_uk.mp3,inability_us.mp3
2662,inadequate,adjective,c1,/ɪnˈædɪkwət/,/ɪnˈædɪkwət/,not enough; not good enough,inadequate supplies,inadequate_uk.mp3,inadequate_us.mp3
2663,inappropriate,adjective,c1,/ˌɪnəˈprəʊpriət/,/ˌɪnəˈprəʊpriət/,not suitable or appropriate in a particular situation,inappropriate behaviour/language,inappropriate_uk.mp3,inappropriate_us.mp3
2664,incentive,noun,b2,/ɪnˈsentɪv/,/ɪnˈsentɪv/,something that encourages you to do something,There is no incentive for people to save fuel.,incentive_uk.mp3,incentive_us.mp3
2665,inch,noun,b2,/ɪntʃ/,/ɪntʃ/,"a unit for measuring length or height, equal to 2.54 centimetres. There are 12 inches in a foot.",She's a few inches taller than me.,inch_uk.mp3,inch_us.mp3
2666,incidence,noun,c1,/ˈɪnsɪdəns/,/ˈɪnsɪdəns/,the extent to which something happens or has an effect,an area with a high incidence of crime,incidence_uk.mp3,incidence_us.mp3
2667,incident,noun,b2,/ˈɪnsɪdənt/,/ˈɪnsɪdənt/,"something that happens, especially something unusual or unpleasant",His bad behaviour was just an isolated incident.,incident_uk.mp3,incident_us.mp3
2668,inclined,adjective,c1,/ɪnˈklaɪnd/,/ɪnˈklaɪnd/,wanting to do something,She was inclined to trust him.,inclined_uk.mp3,inclined_us.mp3
2669,include,verb,a1,/ɪnˈkluːd/,/ɪnˈkluːd/,"if one thing includes another, it has the second thing as one of its parts","include something, The tour included a visit to the Science Museum.",include_uk.mp3,include_us.mp3
2670,included,adjective,a2,/ɪnˈkluːdɪd/,/ɪnˈkluːdɪd/,contained as part of something,all of Europe (Britain included),included_uk.mp3,included_us.mp3
2671,including,preposition,a2,/ɪnˈkluːdɪŋ/,/ɪnˈkluːdɪŋ/,having something as part of a group or set,I've got three days' holiday including New Year's Day.,including_uk.mp3,including_us.mp3
2672,inclusion,noun,c1,/ɪnˈkluːʒn/,/ɪnˈkluːʒn/,the fact of including somebody/something; the fact of being included,His inclusion in the team is in doubt.,inclusion_uk.mp3,inclusion_us.mp3
2673,income,noun,b2,/ˈɪnkʌm/,/ˈɪnkʌm/,"the money that a person, a region, a country, etc. earns from work, from investing money, from business, etc.",Average household income fell slightly.,income_uk.mp3,income_us.mp3
2674,incorporate,verb,b2,/ɪnˈkɔːpəreɪt/,/ɪnˈkɔːrpəreɪt/,to include something so that it forms a part of something,"incorporate something, The new car design incorporates all the latest safety features.",incorporate_uk.mp3,incorporate_us.mp3
2675,incorrect,adjective,b2,/ˌɪnkəˈrekt/,/ˌɪnkəˈrekt/,not accurate or true,incorrect information/spelling,incorrect_uk.mp3,incorrect_us.mp3
2676,increase,noun,a2,/ˈɪŋkriːs/,/ˈɪŋkriːs/,"a rise in the amount, number or value of something",price/tax/wage increases,increase_uk.mp3,increase_us.mp3
2677,increase,verb,a2,/ɪnˈkriːs/,/ɪnˈkriːs/,"to become greater in amount, number, value, etc.; to make something greater in amount, number, value, etc.",Costs have increased significantly.,increase_uk.mp3,increase_us.mp3
2678,increasingly,adverb,b2,/ɪnˈkriːsɪŋli/,/ɪnˈkriːsɪŋli/,more and more all the time,Tourism is playing an increasingly important role in the region's economy,increasingly_uk.mp3,increasingly_us.mp3
2679,incredible,adjective,a2,/ɪnˈkredəbl/,/ɪnˈkredəbl/,impossible or very difficult to believe,an incredible story,incredible_uk.mp3,incredible_us.mp3
2680,incredibly,adverb,b1,/ɪnˈkredəbli/,/ɪnˈkredəbli/,extremely,It was all incredibly difficult.,incredibly_uk.mp3,incredibly_us.mp3
2681,incur,verb,c1,/ɪnˈkɜː(r)/,/ɪnˈkɜːr/,"if you incur something unpleasant, you are in a situation in which you have to deal with it",She had incurred the wrath of her father by marrying without his consent.,incur_uk.mp3,incur_us.mp3
2682,indeed,adverb,b1,/ɪnˈdiːd/,/ɪnˈdiːd/,"used after very and an adjective or adverb to emphasize a statement, description, etc.",Thank you very much indeed!,indeed_uk.mp3,indeed_us.mp3
2683,independence,noun,b2,/ˌɪndɪˈpendəns/,/ˌɪndɪˈpendəns/,freedom from political control by other countries,Cuba gained independence from Spain in 1898.,independence_uk.mp3,independence_us.mp3
2684,independent,adjective,a2,/ˌɪndɪˈpendənt/,/ˌɪndɪˈpendənt/,having its own government,an independent state/nation/country,independent_uk.mp3,independent_us.mp3
2685,index,noun,b2,/ˈɪndeks/,/ˈɪndeks/,"a list of names or topics that are referred to in a book, etc., usually arranged at the end of a book in alphabetical order or listed in a separate file or book",Look it up in the index.,index_uk.mp3,index_us.mp3
2686,indicate,verb,b1,/ˈɪndɪkeɪt/,/ˈɪndɪkeɪt/,to show that something is true or exists,"indicate something, Initial tests indicate the presence of oxygen.",indicate_uk.mp3,indicate_us.mp3
2687,indication,noun,b2,/ˌɪndɪˈkeɪʃn/,/ˌɪndɪˈkeɪʃn/,a remark or sign that shows that something is happening or what somebody is thinking or feeling,"indication of something, They gave no indication of how the work should be done.",indication_uk.mp3,indication_us.mp3
2688,indicator,noun,c1,/ˈɪndɪkeɪtə(r)/,/ˈɪndɪkeɪtər/,a sign that shows you what something is like or how a situation is changing,The economic indicators are better than expected.,indicator_uk.mp3,indicator_us.mp3
2689,indictment,noun,c1,/ɪnˈdaɪtmənt/,/ɪnˈdaɪtmənt/,"a sign that a system, society, etc. is very bad or very wrong",The poverty in our cities is a damning indictment of modern society.,indictment_uk.mp3,indictment_us.mp3
2690,indigenous,adjective,c1,/ɪnˈdɪdʒənəs/,/ɪnˈdɪdʒənəs/,"coming from a particular place and having lived there for a long time before other people came there; relating to, belonging to or developed by these people",the indigenous peoples/languages of an area,indigenous_uk.mp3,indigenous_us.mp3
2691,indirect,adjective,b1,/ˌɪndəˈrekt/,/ˌɪndəˈrekt/,"happening not as the main aim, cause or result of a particular action, but in addition to it",the indirect effects of the war,indirect_uk.mp3,indirect_us.mp3
2692,individual,adjective,a2,/ˌɪndɪˈvɪdʒuəl/,/ˌɪndɪˈvɪdʒuəl/,considered separately rather than as part of a group,We interviewed each individual member of the community.,individual_uk.mp3,individual_us.mp3
2693,individual,noun,a2,/ˌɪndɪˈvɪdʒuəl/,/ˌɪndɪˈvɪdʒuəl/,a person considered separately rather than as part of a group,The competition is open to both teams and individuals.,individual_uk.mp3,individual_us.mp3
2694,indoor,adjective,b1,/ˈɪndɔː(r)/,/ˈɪndɔːr/,"located, done or used inside a building",an indoor swimming pool,indoor_uk.mp3,indoor_us.mp3
2695,indoors,adverb,b1,/ˌɪnˈdɔːz/,/ˌɪnˈdɔːrz/,inside or into a building,I prefer to stay indoors in this really hot weather.,indoors_uk.mp3,indoors_us.mp3
2696,induce,verb,c1,/ɪnˈdjuːs/,/ɪnˈduːs/,to persuade or influence somebody to do something,Nothing would induce me to take the job.,induce_uk.mp3,induce_us.mp3
2697,indulge,verb,c1,/ɪnˈdʌldʒ/,/ɪnˈdʌldʒ/,"to allow yourself to have or do something that you like, especially something that is considered bad for you","indulge in something, They went into town to indulge in some serious shopping.",indulge_uk.mp3,indulge_us.mp3
2698,industrial,adjective,b2,/ɪnˈdʌstriəl/,/ɪnˈdʌstriəl/,connected with industry,an industrial dispute,industrial_uk.mp3,industrial_us.mp3
2699,industry,noun,a2,/ˈɪndəstri/,/ˈɪndəstri/,"the production of goods from raw materials, especially in factories",the needs of British industry,industry_uk.mp3,industry_us.mp3
2700,inequality,noun,c1,/ˌɪnɪˈkwɒləti/,/ˌɪnɪˈkwɑːləti/,"the unfair difference between groups of people in society, when some have more wealth, status or opportunities than others",We need to tackle inequality of opportunity wherever we find it.,inequality_uk.mp3,inequality_us.mp3
2701,inevitable,adjective,b2,/ɪnˈevɪtəbl/,/ɪnˈevɪtəbl/,that you cannot avoid or prevent,It was an inevitable consequence of the decision.,inevitable_uk.mp3,inevitable_us.mp3
2702,inevitably,adverb,b2,/ɪnˈevɪtəbli/,/ɪnˈevɪtəbli/,as is certain to happen,"Inevitably, the press exaggerated the story.",inevitably_uk.mp3,inevitably_us.mp3
2703,infamous,adjective,c1,/ˈɪnfəməs/,/ˈɪnfəməs/,well known for being bad or evil,a general who was infamous for his brutality,infamous_uk.mp3,infamous_us.mp3
2704,infant,noun,c1,/ˈɪnfənt/,/ˈɪnfənt/,a baby or very young child,a nursery for infants under two,infant_uk.mp3,infant_us.mp3
2705,infect,verb,c1,/ɪnˈfekt/,/ɪnˈfekt/,"to make a disease or an illness spread to a person, an animal or a plant","infect somebody/something (with something), It is not possible to infect another person through kissing.",infect_uk.mp3,infect_us.mp3
2706,infection,noun,b2,/ɪnˈfekʃn/,/ɪnˈfekʃn/,the act or process of causing or getting a disease,to cause/prevent infection,infection_uk.mp3,infection_us.mp3
2707,infer,verb,b2,/ɪnˈfɜː(r)/,/ɪnˈfɜːr/,to reach an opinion or decide that something is true on the basis of information that is available,"infer something (from something), Much of the meaning must be inferred from the context.",infer_uk.mp3,infer_us.mp3
2708,inflation,noun,b2,/ɪnˈfleɪʃn/,/ɪnˈfleɪʃn/,"a general rise in the prices of services and goods in a particular country, resulting in a fall in the value of money; the rate at which this happens",the fight against rising inflation,inflation_uk.mp3,inflation_us.mp3
2709,inflict,verb,c1,/ɪnˈflɪkt/,/ɪnˈflɪkt/,to make somebody/something suffer something unpleasant,"inflict something on/upon somebody/something, They inflicted a humiliating defeat on the home team.",inflict_uk.mp3,inflict_us.mp3
2710,influence,noun,b1,/ˈɪnfluəns/,/ˈɪnfluəns/,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,His early work shows the influence of Cézanne and Matisse.,influence_uk.mp3,influence_us.mp3
2711,influence,verb,b1,/ˈɪnfluəns/,/ˈɪnfluəns/,"to have an effect on the way that somebody behaves or thinks, especially by giving them an example to follow","influence somebody/something, His writings have influenced the lives of millions.",influence_uk.mp3,influence_us.mp3
2712,influential,adjective,c1,/ˌɪnfluˈenʃl/,/ˌɪnfluˈenʃl/,having a lot of influence on somebody/something,a highly influential book,influential_uk.mp3,influential_us.mp3
2713,info,noun,b2,/ˈɪnfəʊ/,/ˈɪnfəʊ/,information,"For more info, click here.",info_uk.mp3,info_us.mp3
2714,inform,verb,b2,/ɪnˈfɔːm/,/ɪnˈfɔːrm/,"to tell somebody about something, especially in an official way","inform somebody, The government took this decision without consulting Parliament or informing the public.",inform_uk.mp3,inform_us.mp3
2715,informal,adjective,a2,/ɪnˈfɔːml/,/ɪnˈfɔːrml/,relaxed and friendly; not following strict rules of how to behave or do something,an informal atmosphere,informal_uk.mp3,informal_us.mp3
2716,information,noun,a1,/ˌɪnfəˈmeɪʃn/,/ˌɪnfərˈmeɪʃn/,facts or details about somebody/something,a piece of information,information_uk.mp3,information_us.mp3
2717,infrastructure,noun,b2,/ˈɪnfrəstrʌktʃə(r)/,/ˈɪnfrəstrʌktʃər/,,,infrastructure_uk.mp3,infrastructure_us.mp3
2718,ingredient,noun,b1,/ɪnˈɡriːdiənt/,/ɪnˈɡriːdiənt/,"one of the things from which something is made, especially one of the foods that are used together to make a particular dish",Mix all the ingredients in a bowl.,ingredient_uk.mp3,ingredient_us.mp3
2719,inhabitant,noun,b2,/ɪnˈhæbɪtənt/,/ɪnˈhæbɪtənt/,a person or an animal that lives in a particular place,the oldest inhabitant of the village,inhabitant_uk.mp3,inhabitant_us.mp3
2720,inherent,adjective,c1,/ɪnˈherənt/,/ɪnˈherənt/,that is a basic or permanent part of somebody/something and that cannot be removed,the difficulties inherent in a study of this type,inherent_uk.mp3,inherent_us.mp3
2721,inherit,verb,b2,/ɪnˈherɪt/,/ɪnˈherɪt/,"to receive money, property, etc. from somebody when they die","inherit something from somebody, She inherited a fortune from her father.",inherit_uk.mp3,inherit_us.mp3
2722,inhibit,verb,c1,/ɪnˈhɪbɪt/,/ɪnˈhɪbɪt/,to prevent something from happening or make it happen more slowly or less frequently than normal,A lack of oxygen may inhibit brain development in the unborn child.,inhibit_uk.mp3,inhibit_us.mp3
2723,initial,adjective,b2,/ɪˈnɪʃl/,/ɪˈnɪʃl/,happening at the beginning; first,There is an initial payment of £60 followed by ten instalments of £25.,initial_uk.mp3,initial_us.mp3
2724,initially,adverb,b2,/ɪˈnɪʃəli/,/ɪˈnɪʃəli/,at the beginning,"Initially, the system worked well.",initially_uk.mp3,initially_us.mp3
2725,initiate,verb,c1,/ɪˈnɪʃieɪt/,/ɪˈnɪʃieɪt/,to make something begin,to initiate legal proceedings against somebody,initiate_uk.mp3,initiate_us.mp3
2726,initiative,noun,b2,/ɪˈnɪʃətɪv/,/ɪˈnɪʃətɪv/,a new plan for dealing with a particular problem or for achieving a particular purpose,a United Nations peace initiative ,initiative_uk.mp3,initiative_us.mp3
2727,inject,verb,c1,/ɪnˈdʒekt/,/ɪnˈdʒekt/,to put a drug or other substance into a person’s or an animal’s body using a syringe,"inject something (into yourself/somebody/something), Adrenaline was injected into the muscle.",inject_uk.mp3,inject_us.mp3
2728,injection,noun,c1,/ɪnˈdʒekʃn/,/ɪnˈdʒekʃn/,an act of injecting somebody with a drug or other substance,to give somebody an injection,injection_uk.mp3,injection_us.mp3
2729,injure,verb,b1,/ˈɪndʒə(r)/,/ˈɪndʒər/,"to harm yourself or somebody else physically, especially in an accident",He injured his knee playing hockey.,injure_uk.mp3,injure_us.mp3
2730,injured,adjective,b1,/ˈɪndʒəd/,/ˈɪndʒərd/,physically hurt; having an injury,His injured leg prevented him from walking.,injured_uk.mp3,injured_us.mp3
2731,injury,noun,a2,/ˈɪndʒəri/,/ˈɪndʒəri/,"harm done to a person’s or an animal’s body, for example in an accident",Two people sustained minor injuries.,injury_uk.mp3,injury_us.mp3
2732,injustice,noun,c1,/ɪnˈdʒʌstɪs/,/ɪnˈdʒʌstɪs/,the fact of a situation being unfair and of people not being treated equally; an unfair act or an example of unfair treatment,We are committed to fighting against poverty and injustice.,injustice_uk.mp3,injustice_us.mp3
2733,ink,noun,b2,/ɪŋk/,/ɪŋk/,"coloured liquid for writing, drawing and printing","in ink, written in ink ",ink_uk.mp3,ink_us.mp3
2734,inmate,noun,c1,/ˈɪnmeɪt/,/ˈɪnmeɪt/,one of the people living in an institution such as a prison or a psychiatric hospital,The jail has 500 inmates.,inmate_uk.mp3,inmate_us.mp3
2735,inner,adjective,b2,/ˈɪnə(r)/,/ˈɪnər/,inside; towards or close to the centre of a place,an inner courtyard,inner_uk.mp3,inner_us.mp3
2736,innocent,adjective,b1,/ˈɪnəsnt/,/ˈɪnəsnt/,"not guilty of a crime, etc.; not having done something wrong",They have imprisoned an innocent man.,innocent_uk.mp3,innocent_us.mp3
2737,innovation,noun,b2,/ˌɪnəˈveɪʃn/,/ˌɪnəˈveɪʃn/,"the introduction of new things, ideas or ways of doing something",an age of technological innovation,innovation_uk.mp3,innovation_us.mp3
2738,innovative,adjective,b2,/ˈɪnəveɪtɪv/,/ˈɪnəveɪtɪv/,"introducing or using new ideas, ways of doing something, etc.",There will be a prize for the most innovative design.,innovative_uk.mp3,innovative_us.mp3
2739,input,noun,b2,/ˈɪnpʊt/,/ˈɪnpʊt/,"time, knowledge, ideas, etc. that you put into work, a project, etc. in order to make it succeed; the act of putting something in",I'd appreciate your input on this.,input_uk.mp3,input_us.mp3
2740,inquiry,noun,b2,/ɪnˈkwaɪəri/,/ˈɪnkwəri/,an official process to find out the cause of something or to find out information about something,a murder inquiry ,inquiry_uk.mp3,inquiry_us.mp3
2741,insect,noun,a2,/ˈɪnsekt/,/ˈɪnsekt/,"any small creature with six legs and a body divided into three parts. Insects usually also have wings. Ants, bees and flies are all insects.",Most birds spend most of the day eating insects.,insect_uk.mp3,insect_us.mp3
2742,insert,verb,b2,/ɪnˈsɜːt/,/ɪnˈsɜːrt/,to put something into something else or between two things,"insert something (in/into something), Insert coins into the slot and press for a ticket.",insert_uk.mp3,insert_us.mp3
2743,insertion,noun,c1,/ɪnˈsɜːʃn/,/ɪnˈsɜːrʃn/,the act of putting something inside something else; a thing that is put inside something else,An examination is carried out before the insertion of the tube.,insertion_uk.mp3,insertion_us.mp3
2744,inside,adjective,a2,/ˈɪnsaɪd/,/ˈɪnsaɪd/,forming the inner part of something; not on the outside,the inside pages of a newspaper,inside_uk.mp3,inside_us.mp3
2745,inside,adverb,a2,/ˌɪnˈsaɪd/,/ˌɪnˈsaɪd/,on or to the inside,She shook it to make sure there was nothing inside.,inside_uk.mp3,inside_us.mp3
2746,inside,noun,a2,/ˌɪnˈsaɪd/,/ˌɪnˈsaɪd/,"the inner part, side or surface of something",The inside of the box was blue.,inside_uk.mp3,inside_us.mp3
2747,inside,preposition,a2,/ˌɪnˈsaɪd/,/ˌɪnˈsaɪd/,on or to the inner part of something/somebody; within something/somebody,Go inside the house.,inside_uk.mp3,inside_us.mp3
2748,insider,noun,c1,/ɪnˈsaɪdə(r)/,/ɪnˈsaɪdər/,"a person who knows a lot about a group or an organization, because they are part of it",The situation was described by one insider as ‘absolute chaos’.,insider_uk.mp3,insider_us.mp3
2749,insight,noun,b2,/ˈɪnsaɪt/,/ˈɪnsaɪt/,an understanding of what something is like,There are many valuable insights in her book.,insight_uk.mp3,insight_us.mp3
2750,insist,verb,b2,/ɪnˈsɪst/,/ɪnˈsɪst/,to demand that something happen or that somebody agree to do something,I didn't really want to go but he insisted.,insist_uk.mp3,insist_us.mp3
2751,inspect,verb,c1,/ɪnˈspekt/,/ɪnˈspekt/,"to look closely at something/somebody, especially to check that everything is as it should be","inspect something/somebody, The teacher walked around inspecting their work.",inspect_uk.mp3,inspect_us.mp3
2752,inspection,noun,c1,/ɪnˈspekʃn/,/ɪnˈspekʃn/,"an official visit to a school, factory, etc. in order to check that rules are being obeyed and that standards are acceptable",Regular inspections are carried out at the prison.,inspection_uk.mp3,inspection_us.mp3
2753,inspector,noun,b2,/ɪnˈspektə(r)/,/ɪnˈspektər/,an officer of middle rank in the police force,Inspector Maggie Forbes,inspector_uk.mp3,inspector_us.mp3
2754,inspiration,noun,c1,/ˌɪnspəˈreɪʃn/,/ˌɪnspəˈreɪʃn/,"the process that takes place when somebody sees or hears something that causes them to have exciting new ideas or makes them want to create something, especially in art, music or literature",Dreams can be a rich source of inspiration for an artist.,inspiration_uk.mp3,inspiration_us.mp3
2755,inspire,verb,b2,/ɪnˈspaɪə(r)/,/ɪnˈspaɪər/,"to give somebody the desire, confidence or enthusiasm to do something well","inspire somebody, The actors' enthusiasm inspired the kids.",inspire_uk.mp3,inspire_us.mp3
2756,install,verb,b2,/ɪnˈstɔːl/,/ɪnˈstɔːl/,to fix equipment or furniture into position so that it can be used,They're planning to install a new drainage system.,install_uk.mp3,install_us.mp3
