,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
1786,joy,noun,b2,/dʒɔɪ/,/dʒɔɪ/,a feeling of great happiness,Her books have brought joy to millions.,joy_uk.mp3,joy_us.mp3
1787,judge,noun,b1,/dʒʌdʒ/,/dʒʌdʒ/,a person in a court who has the authority to decide how criminals should be punished or to make legal decisions,a High Court judge,judge_uk.mp3,judge_us.mp3
1788,judge,verb,b1,/dʒʌdʒ/,/dʒʌdʒ/,"to form an opinion about somebody/something, based on the information you have","As far as I can judge, all of them are to blame.",judge_uk.mp3,judge_us.mp3
1789,judgement,noun,b2,/ˈdʒʌdʒmənt/,/ˈdʒʌdʒmənt/,the ability to make sensible decisions after carefully considering the best thing to do,good/poor/sound judgement,judgement_uk.mp3,judgement_us.mp3
1790,juice,noun,a1,/dʒuːs/,/dʒuːs/,the liquid that comes from fruit or vegetables; a drink made from this,a glass of fruit juice,juice_uk.mp3,juice_us.mp3
1791,July,noun,a1,/dʒuˈlaɪ/,/dʒuˈlaɪ/,"the 7th month of the year, between June and August","in July, She was born in July.",July_uk.mp3,July_us.mp3
1792,jump,noun,a2,/dʒʌmp/,/dʒʌmp/,an act of jumping,to do a parachute jump,jump_uk.mp3,jump_us.mp3
1793,jump,verb,a2,/dʒʌmp/,/dʒʌmp/,to move quickly off the ground or away from a surface by pushing yourself with your legs and feet,"‘Quick, jump!’ he shouted.",jump_uk.mp3,jump_us.mp3
1794,June,noun,a1,/dʒuːn/,/dʒuːn/,"the 6th month of the year, between May and July",She was born in June.,June_uk.mp3,June_us.mp3
1795,junior,adjective,b2,/ˈdʒuːniə(r)/,/ˈdʒuːniər/,having a low rank in an organization or a profession,a junior partner/minister/officer,junior_uk.mp3,junior_us.mp3
1796,just,adverb,a1,/dʒʌst/,/dʒʌst/,only,There is just one method that might work.,just_uk.mp3,just_us.mp3
1797,justice,noun,b2,/ˈdʒʌstɪs/,/ˈdʒʌstɪs/,the fair treatment of people,She spent her life fighting for social justice and equality for women.,justice_uk.mp3,justice_us.mp3
1798,justify,verb,b2,/ˈdʒʌstɪfaɪ/,/ˈdʒʌstɪfaɪ/,to show that somebody/something is right or reasonable,"justify doing something, How can they justify paying such huge salaries?",justify_uk.mp3,justify_us.mp3
1799,keen,adjective,b1,/kiːn/,/kiːn/,wanting to do something or wanting something to happen very much,"keen to do something, John was very keen to help.",keen_uk.mp3,keen_us.mp3
1800,keep,verb,a1,/kiːp/,/kiːp/,to continue to have something and not give it back or throw it away,He kept all her letters.,keep_uk.mp3,keep_us.mp3
1801,key,adjective,a1,/kiː/,/kiː/,most important; essential,the key issue/factor/point,key_uk.mp3,key_us.mp3
1802,key,noun,a1,/kiː/,/kiː/,"a piece of metal with a special shape used for locking a door, starting a car, etc.",to put/turn the key in the lock,key_uk.mp3,key_us.mp3
1803,key,verb,b1,/kiː/,/kiː/,to put information into a computer using a keyboard,"key something, I was busy keying data.",key_uk.mp3,key_us.mp3
1804,keyboard,noun,b1,/ˈkiːbɔːd/,/ˈkiːbɔːrd/,"the set of keys for operating a computer or typewriter, or the set of letters that you can touch to write on a smartphone or tablet ",The program locks the keyboard until a password is given.,keyboard_uk.mp3,keyboard_us.mp3
1805,kick,noun,b1,/kɪk/,/kɪk/,"a movement with the foot or the leg, usually to hit something with the foot",the first kick of the game,kick_uk.mp3,kick_us.mp3
1806,kick,verb,b1,/kɪk/,/kɪk/,to hit somebody/something with your foot,Stop kicking—it hurts!,kick_uk.mp3,kick_us.mp3
1807,kid,noun,a2,/kɪd/,/kɪd/,a child or young person,Do you have any kids?,kid_uk.mp3,kid_us.mp3
1808,kill,verb,a2,/kɪl/,/kɪl/,to make somebody/something die,"kill (somebody/something), Cancer kills thousands of people every year.",kill_uk.mp3,kill_us.mp3
1809,killing,noun,b1,/ˈkɪlɪŋ/,/ˈkɪlɪŋ/,an act of killing somebody deliberately,Their leader condemned the torture and killing of innocent civilians.,killing_uk.mp3,killing_us.mp3
1810,kilometre,noun,a1,/kɪˈlɒmɪtə(r)/,/kɪˈlɑːmɪtər/,a unit for measuring distance; 1 000 metres,The industrial estate is 6 kilometres from the city centre.,kilometre_uk.mp3,kilometre_us.mp3
1811,kind,adjective,b1,/kaɪnd/,/kaɪnd/,"caring about others; gentle, friendly and generous",a very kind and helpful person,kind_uk.mp3,kind_us.mp3
1812,kind,noun,a1,/kaɪnd/,/kaɪnd/,a group of people or things that are the same in some way; a particular variety or type,"kind of somebody/something, three kinds of cakes/cake",kind_uk.mp3,kind_us.mp3
1813,king,noun,a2,/kɪŋ/,/kɪŋ/,the male ruler of an independent state that has a royal family,the kings and queens of England,king_uk.mp3,king_us.mp3
1814,kiss,noun,b1,/kɪs/,/kɪs/,the act of kissing somebody/something,Come here and give me a kiss!,kiss_uk.mp3,kiss_us.mp3
1815,kiss,verb,b1,/kɪs/,/kɪs/,to touch somebody with your lips as a sign of love or sexual desire or when saying hello or goodbye,They stood in a doorway kissing (= kissing each other).,kiss_uk.mp3,kiss_us.mp3
1816,kitchen,noun,a1,/ˈkɪtʃɪn/,/ˈkɪtʃɪn/,a room in which meals are cooked or prepared,We ate at the kitchen table.,kitchen_uk.mp3,kitchen_us.mp3
1817,knee,noun,a2,/niː/,/niː/,the joint between the top and bottom parts of the leg where it bends in the middle,a knee injury,knee_uk.mp3,knee_us.mp3
1818,knife,noun,a2,/naɪf/,/naɪf/,"a sharp blade (= metal edge) with a handle, used for cutting or as a weapon",knives and forks,knife_uk.mp3,knife_us.mp3
1819,knock,noun,b1,/nɒk/,/nɑːk/,"the sound of somebody hitting a door, window, etc. with their hand or with something hard to attract attention","knock on/at something, There was a knock at the door.",knock_uk.mp3,knock_us.mp3
1820,knock,verb,a2,/nɒk/,/nɑːk/,"to hit a door, etc. in order to attract attention",He knocked three times and waited.,knock_uk.mp3,knock_us.mp3
1821,know,verb,a1,/nəʊ/,/nəʊ/,to have information in your mind as a result of experience or because you have learned or been told it,"know something, No one knows the answer.",know_uk.mp3,know_us.mp3
1822,knowledge,noun,a2,/ˈnɒlɪdʒ/,/ˈnɑːlɪdʒ/,"the information, understanding and skills that you gain through education or experience",scientific/technical knowledge and skills,knowledge_uk.mp3,knowledge_us.mp3
1823,lab,noun,a2,/læb/,/læb/,a laboratory,a computer/research lab,lab_uk.mp3,lab_us.mp3
1824,label,noun,b1,/ˈleɪbl/,/ˈleɪbl/,"a piece of paper, etc. that is attached to something and that gives information about it",Always read the label carefully.,label_uk.mp3,label_us.mp3
1825,label,verb,b1,/ˈleɪbl/,/ˈleɪbl/,to fix a label on something or write information on something,"label something, Make sure that your luggage is clearly labelled.",label_uk.mp3,label_us.mp3
1826,laboratory,noun,b1,/ləˈbɒrətri/,/ˈlæbrətɔːri/,"a room or building used for scientific research, experiments, testing, etc.",a clinical/research laboratory,laboratory_uk.mp3,laboratory_us.mp3
1827,labour,noun,b2,/ˈleɪbə(r)/,/ˈleɪbər/,"work, especially physical work",manual labour (= work using your hands),labour_uk.mp3,labour_us.mp3
1828,lack,noun,b1,/læk/,/læk/,the state of not having something or not having enough of something,"lack of something, a lack of understanding/knowledge",lack_uk.mp3,lack_us.mp3
1829,lack,verb,b1,/læk/,/læk/,to have none or not enough of something,to lack confidence/experience/resources/power,lack_uk.mp3,lack_us.mp3
1830,lady,noun,a2,/ˈleɪdi/,/ˈleɪdi/,"a word used to mean ‘woman’ that some people, especially older people, consider is more polite",There's a lady waiting to see you.,lady_uk.mp3,lady_us.mp3
1831,lake,noun,a2,/leɪk/,/leɪk/,a large area of water that is surrounded by land,"in a lake, We swam in the lake.",lake_uk.mp3,lake_us.mp3
1832,lamp,noun,a2,/læmp/,/læmp/,"a device that uses electricity, oil or gas to produce light",a desk/bedside lamp,lamp_uk.mp3,lamp_us.mp3
1833,land,noun,a1,/lænd/,/lænd/,the surface of the earth that is not sea,The new project will reclaim the land from the sea.,land_uk.mp3,land_us.mp3
1834,land,verb,a2,/lænd/,/lænd/,to come down through the air onto the ground or another surface,The plane landed safely.,land_uk.mp3,land_us.mp3
1835,landscape,noun,b2,/ˈlændskeɪp/,/ˈlændskeɪp/,"everything you can see when you look across a large area of land, especially in the country",the woods and fields that are typical features of the English landscape,landscape_uk.mp3,landscape_us.mp3
1836,language,noun,a1,/ˈlæŋɡwɪdʒ/,/ˈlæŋɡwɪdʒ/,the system of communication in speech and writing that is used by people of a particular country or area,the English language,language_uk.mp3,language_us.mp3
1837,laptop,noun,a2,/ˈlæptɒp/,/ˈlæptɑːp/,a small computer that can work with a battery and be easily carried,I opened my laptop and started typing.,laptop_uk.mp3,laptop_us.mp3
1838,large,adjective,a1,/lɑːdʒ/,/lɑːrdʒ/,big in size or quantity,a large group/city/area/crowd/family,large_uk.mp3,large_us.mp3
1839,largely,adverb,b2,/ˈlɑːdʒli/,/ˈlɑːrdʒli/,to a great extent; mostly or mainly,The manager was largely responsible for the team’s victory.,largely_uk.mp3,largely_us.mp3
1840,last,adverb,a2,/lɑːst/,/læst/,after anyone or anything else; at the end,He came last in the race.,last_uk.mp3,last_us.mp3
1841,last,determiner,a1,/lɑːst/,/læst/,happening or coming after all other similar things or people,We caught the last bus home.,last_uk.mp3,last_us.mp3
1842,last,noun,a2,/lɑːst/,/læst/,the person or thing that comes or happens after all other similar people or things,Sorry I'm late—am I the last?,last_uk.mp3,last_us.mp3
1843,last,verb,a2,/lɑːst/,/læst/,to continue for a particular period of time,Each game lasts about an hour.,last_uk.mp3,last_us.mp3
1844,late,adjective,a1,/leɪt/,/leɪt/,"arriving, happening or done after the expected, arranged or usual time",I'm sorry I'm late.,late_uk.mp3,late_us.mp3
1845,late,adverb,a1,/leɪt/,/leɪt/,"after the expected, arranged or usual time",I got up late.,late_uk.mp3,late_us.mp3
1846,later,adjective,a2,/ˈleɪtə(r)/,/ˈleɪtər/,coming after something else or at a time in the future,Rembrandt's later works,later_uk.mp3,later_us.mp3
1847,later,adverb,a1,/ˈleɪtə(r)/,/ˈleɪtər/,at a time in the future; after the time you are talking about,See you later.,later_uk.mp3,later_us.mp3
1848,latest,adjective,b1,/ˈleɪtɪst/,/ˈleɪtɪst/,the most recent or newest,the latest craze/fashion/trend,latest_uk.mp3,latest_us.mp3
1849,latest,noun,b2,/ˈleɪtɪst/,/ˈleɪtɪst/,the most recent or the newest thing or piece of news,"the latest (in something), This is the latest in robot technology.",latest_uk.mp3,latest_us.mp3
1850,laugh,noun,a1,/lɑːf/,/læf/,the sound you make when you think that something is funny or silly ,to give a laugh,laugh_uk.mp3,laugh_us.mp3
1851,laugh,verb,a1,/lɑːf/,/læf/,to make the sounds and movements of your face that show you think something is funny or silly,to laugh out loud,laugh_uk.mp3,laugh_us.mp3
1852,laughter,noun,a2,/ˈlɑːftə(r)/,/ˈlæftər/,the act or sound of laughing,to roar/howl with laughter,laughter_uk.mp3,laughter_us.mp3
1853,launch,noun,b2,/lɔːntʃ/,/lɔːntʃ/,the action of launching something,a missile/rocket launch,launch_uk.mp3,launch_us.mp3
1854,launch,verb,b2,/lɔːntʃ/,/lɔːntʃ/,"to start an activity, especially an organized one",The government recently launched a national road safety campaign.,launch_uk.mp3,launch_us.mp3
1855,law,noun,a2,/lɔː/,/lɔː/,"a rule that deals with a particular crime, agreement, etc.",to pass a law (= officially make it part of the system of laws),law_uk.mp3,law_us.mp3
1856,lawyer,noun,a2,/ˈlɔɪə(r)/,/ˈlɔɪər/,"a person who is trained and qualified to advise people about the law and to represent them in court, and to write legal documents",to hire a lawyer,lawyer_uk.mp3,lawyer_us.mp3
1857,lay,verb,b1,/leɪ/,/leɪ/,"to put somebody/something in a particular position, especially when it is done gently or carefully","lay somebody/something + adv./prep., He laid a hand on my arm.",lay_uk.mp3,lay_us.mp3
1858,layer,noun,b1,/ˈleɪə(r)/,/ˈleɪər/,a quantity or sheet of something that lies over a surface or between surfaces,"layer (of something), A thin layer of dust covered everything.",layer_uk.mp3,layer_us.mp3
1859,lazy,adjective,a2,/ˈleɪzi/,/ˈleɪzi/,unwilling to work or be active; doing as little as possible,"He was not stupid, just lazy.",lazy_uk.mp3,lazy_us.mp3
1860,lead,noun,b1,/liːd/,/liːd/,,,lead_uk.mp3,lead_us.mp3
1861,lead,verb,a2,/liːd/,/liːd/,to go with or in front of a person or an animal to show the way or to make them go in the right direction,"If you lead, I'll follow.",lead_uk.mp3,lead_us.mp3
1862,leader,noun,a2,/ˈliːdə(r)/,/ˈliːdər/,"a person who leads a group of people, especially the head of a country, an organization, etc.",party/world leaders,leader_uk.mp3,leader_us.mp3
1863,leadership,noun,b2,/ˈliːdəʃɪp/,/ˈliːdərʃɪp/,the state or position of being a leader,a leadership role/position,leadership_uk.mp3,leadership_us.mp3
1864,leading,adjective,b1,/ˈliːdɪŋ/,/ˈliːdɪŋ/,most important or most successful,a leading expert/authority/figure/member,leading_uk.mp3,leading_us.mp3
1865,leaf,noun,b1,/liːf/,/liːf/,"a flat green part of a plant, growing from a stem or branch or from the root",lettuce/cabbage/oak leaves,leaf_uk.mp3,leaf_us.mp3
1866,league,noun,b2,/liːɡ/,/liːɡ/,a group of sports teams who all play each other to earn points and find which team is best,Castleford have led the league for most of the season.,league_uk.mp3,league_us.mp3
1867,lean,verb,b2,/liːn/,/liːn/,to bend or move from a straight position to a sloping position ,I leaned back in my chair.,lean_uk.mp3,lean_us.mp3
1868,learn,verb,a1,/lɜːn/,/lɜːrn/,"to gain knowledge or skill by studying, from experience, from being taught, etc.","learn something, to learn a language/skill/trade",learn_uk.mp3,learn_us.mp3
1869,learning,noun,a2,/ˈlɜːnɪŋ/,/ˈlɜːrnɪŋ/,the process of learning something,lifelong/adult learning,learning_uk.mp3,learning_us.mp3
1870,least,adverb,a2,/liːst/,/liːst/,to the smallest degree,He always turns up just when you least expect him.,least_uk.mp3,least_us.mp3
1871,least,determiner,a2,/liːst/,/liːst/,"smallest in size, amount, degree, etc.","He's the best teacher, even though he has the least experience.",least_uk.mp3,least_us.mp3
1872,least,pronoun,a2,/liːst/,/liːst/,"smallest in size, amount, degree, etc.","He's the best teacher, even though he has the least experience.",least_uk.mp3,least_us.mp3
1873,leather,noun,b1,/ˈleðə(r)/,/ˈleðər/,material made by removing the hair or fur from animal skins and preserving the skins using special processes,a leather jacket,leather_uk.mp3,leather_us.mp3
1874,leave,noun,b2,/liːv/,/liːv/,a period of time when you are allowed to be away from work for a holiday or for a special reason,to take a month’s paid/unpaid leave,leave_uk.mp3,leave_us.mp3
1875,leave,verb,a1,/liːv/,/liːv/,to go away from a person or a place,"Come on, it's time we left (= time for us to leave).",leave_uk.mp3,leave_us.mp3
1876,lecture,noun,a2,/ˈlektʃə(r)/,/ˈlektʃər/,"a talk that is given to a group of people to teach them about a particular subject, often as part of a university or college course",to go to/attend a lecture,lecture_uk.mp3,lecture_us.mp3
1877,lecture,verb,a2,/ˈlektʃə(r)/,/ˈlektʃər/,"to give a talk or a series of talks to a group of people on a subject, especially as a way of teaching in a university or college",He has taught and lectured at the University of Pretoria.,lecture_uk.mp3,lecture_us.mp3
1878,left,adjective,a1,/left/,/left/,on the side of your body that is towards the west when you are facing north,Fewer people write with their left hand than with their right.,left_uk.mp3,left_us.mp3
1879,left,adverb,a1,/left/,/left/,on or to the left side ,Turn left at the intersection.,left_uk.mp3,left_us.mp3
1880,left,noun,a1,/left/,/left/,the left side or direction,"on the left, Take the next road on the left.",left_uk.mp3,left_us.mp3
1881,leg,noun,a1,/leɡ/,/leɡ/,one of the long parts that connect the feet to the rest of the body,"Sit on the floor, stretching your legs out in front of you.",leg_uk.mp3,leg_us.mp3
1882,legal,adjective,b1,/ˈliːɡl/,/ˈliːɡl/,connected with the law,the legal profession/system,legal_uk.mp3,legal_us.mp3
1883,leisure,noun,b1,/ˈleʒə(r)/,/ˈliːʒər/,time when you are not working or studying; free time,These days we have more money and more leisure to enjoy it.,leisure_uk.mp3,leisure_us.mp3
1884,lemon,noun,a2,/ˈlemən/,/ˈlemən/,"a yellow citrus fruit with juice that has a bitter, sharp taste. Slices of lemon and lemon juice are used in cooking and drinks.",Add a squeeze of lemon juice.,lemon_uk.mp3,lemon_us.mp3
1885,lend,verb,a2,/lend/,/lend/,"to give something to somebody or allow them to use something that belongs to you, which they have to return to you later","lend something, They will lend equipment free of charge.",lend_uk.mp3,lend_us.mp3
1886,length,noun,b1,/leŋkθ/,/leŋkθ/,the size or measurement of something from one end to the other,Measure the length of the line from A to B.,length_uk.mp3,length_us.mp3
1887,less,adverb,a2,/les/,/les/,to a smaller degree; not so much,less expensive/likely/intelligent,less_uk.mp3,less_us.mp3
1888,less,determiner,a2,/les/,/les/,used with uncountable nouns to mean ‘a smaller amount of’,"less something, less butter/time/importance",less_uk.mp3,less_us.mp3
1889,less,pronoun,a2,/les/,/les/,used with uncountable nouns to mean ‘a smaller amount of’,"less something, less butter/time/importance",less_uk.mp3,less_us.mp3
1890,lesson,noun,a1,/ˈlesn/,/ˈlesn/,a period of time in which somebody is taught something,She gives piano lessons.,lesson_uk.mp3,lesson_us.mp3
1891,let,verb,a1,/let/,/let/,used for making suggestions or as a polite way of telling people what you want them to do,"‘Shall we check it again?’ ‘Yes, let's.’",let_uk.mp3,let_us.mp3
1892,letter,noun,a1,/ˈletə(r)/,/ˈletər/,"a written, typed or printed message that is put in an envelope or attached to an email and sent to somebody",to write/send (somebody) a letter,letter_uk.mp3,letter_us.mp3
1893,level,adjective,b1,/ˈlevl/,/ˈlevl/,having a flat surface that does not slope,Pitch the tent on level ground.,level_uk.mp3,level_us.mp3
1894,level,noun,a2,/ˈlevl/,/ˈlevl/,the height of something in relation to the ground or to what it used to be,The cables are buried one metre below ground level.,level_uk.mp3,level_us.mp3
1895,level,verb,b2,/ˈlevl/,/ˈlevl/,to make something flat or smooth,"level something out, The first coat of plaster levels out the surface of the wall.",level_uk.mp3,level_us.mp3
1896,library,noun,a1,/ˈlaɪbrəri/,/ˈlaɪbreri/,"a building in which collections of books, newspapers, etc. and sometimes films and recorded music are kept for people to read, study or borrow",a public/university/school library,library_uk.mp3,library_us.mp3
1897,licence,noun,b2,/ˈlaɪsns/,/ˈlaɪsns/,"an official document that shows that permission has been given to do, own or use something",Applicants must hold a valid driving licence.,licence_uk.mp3,licence_us.mp3
1898,lie,noun,b1,/laɪ/,/laɪ/,a statement made by somebody knowing that it is not true,to tell a lie,lie_uk.mp3,lie_us.mp3
1899,lie,verb,a1,/laɪ/,/laɪ/,to be or put yourself in a flat position so that you are not standing or sitting,"lie + adv./prep., to lie on your back/side/front",lie_uk.mp3,lie_us.mp3
1900,lie,verb,b1,/laɪ/,/laɪ/,to say or write something that you know is not true,You could see from his face that he was lying.,lie_uk.mp3,lie_us.mp3
1901,life,noun,a1,/laɪf/,/laɪf/,"the ability to breathe, grow, produce young, etc. that people, animals and plants have before they die and that objects do not have",This could mean the difference between life and death.,life_uk.mp3,life_us.mp3
1902,lifestyle,noun,a2,/ˈlaɪfstaɪl/,/ˈlaɪfstaɪl/,the way in which a person or a group of people lives and works,Many people are trying to adopt a healthy lifestyle these days.,lifestyle_uk.mp3,lifestyle_us.mp3
1903,lift,noun,a2,/lɪft/,/lɪft/,a machine that carries people or goods up and down to different levels in a building or a mine,It's on the sixth floor—let's take the lift.,lift_uk.mp3,lift_us.mp3
1904,lift,verb,a2,/lɪft/,/lɪft/,to raise somebody/something or be raised to a higher position or level,"lift somebody/something, I lifted the lid of the box and peered in.",lift_uk.mp3,lift_us.mp3
1905,light,adjective,a1,/laɪt/,/laɪt/,pale in colour,He's got light blue eyes.,light_uk.mp3,light_us.mp3
1906,light,noun,a1,/laɪt/,/laɪt/,"the energy from the sun, a lamp, etc. that makes it possible to see things",bright/dim light,light_uk.mp3,light_us.mp3
1907,light,verb,a2,/laɪt/,/laɪt/,to make something start to burn,She lit a candle.,light_uk.mp3,light_us.mp3
1908,like,noun,b1,/laɪk/,/laɪk/,the things that you like,We all have different likes and dislikes.,like_uk.mp3,like_us.mp3
1909,like,preposition,a1,/laɪk/,/laɪk/,similar to somebody/something,She's wearing a dress like mine.,like_uk.mp3,like_us.mp3
1910,like,verb,a1,/laɪk/,/laɪk/,"to find somebody/something pleasant, attractive or of a good enough standard; to enjoy something","like somebody/something, She's nice. I like her.",like_uk.mp3,like_us.mp3
1911,likely,adjective,a2,/ˈlaɪkli/,/ˈlaɪkli/,having a good chance of happening or being something; probable or expected,the most likely explanation/outcome/scenario,likely_uk.mp3,likely_us.mp3
1912,limit,noun,b1,/ˈlɪmɪt/,/ˈlɪmɪt/,the greatest or smallest amount of something that is allowed,They imposed a strict spending limit.,limit_uk.mp3,limit_us.mp3
1913,limit,verb,b1,/ˈlɪmɪt/,/ˈlɪmɪt/,to stop something from increasing beyond a particular amount or level,measures to limit carbon dioxide emissions,limit_uk.mp3,limit_us.mp3
1914,limited,adjective,b2,/ˈlɪmɪtɪd/,/ˈlɪmɪtɪd/,not very great in amount or extent,We are doing our best with the limited resources available.,limited_uk.mp3,limited_us.mp3
1915,line,noun,a1,/laɪn/,/laɪn/,"a long, thin mark on a surface",a straight/solid/dotted/dashed line,line_uk.mp3,line_us.mp3
1916,line,verb,b2,/laɪn/,/laɪn/,"to cover the inside of something with a layer of another material, especially to keep it clean or make it stronger",Butter and line a 25 cm cake tin.,line_uk.mp3,line_us.mp3
1917,link,noun,a2,/lɪŋk/,/lɪŋk/,a connection between two or more people or things,"link between A and B, Police suspect there may be a link between the two murders.",link_uk.mp3,link_us.mp3
1918,link,verb,a2,/lɪŋk/,/lɪŋk/,"to make a physical or electronic connection between one object, machine, place, etc. and another","link A to B, The video cameras are linked to a powerful computer.",link_uk.mp3,link_us.mp3
1919,lion,noun,a1,/ˈlaɪən/,/ˈlaɪən/,"a large, powerful animal of the cat family that hunts in groups and lives in parts of Africa and southern Asia. Lions have yellow-brown fur and the male has a mane (= long, thick hair round its neck).",The lion shook its mane and roared.,lion_uk.mp3,lion_us.mp3
1920,lip,noun,b1,/lɪp/,/lɪp/,either of the two soft edges at the opening to the mouth,The assistant pursed her lips.,lip_uk.mp3,lip_us.mp3
1921,liquid,adjective,b1,/ˈlɪkwɪd/,/ˈlɪkwɪd/,in the form of a liquid; not a solid or a gas,liquid nitrogen,liquid_uk.mp3,liquid_us.mp3
1922,liquid,noun,b1,/ˈlɪkwɪd/,/ˈlɪkwɪd/,"a substance that flows freely and is not a solid or a gas, for example water or oil",She poured the dark brown liquid down the sink.,liquid_uk.mp3,liquid_us.mp3
1923,list,noun,a1,/lɪst/,/lɪst/,"a series of names, items, figures, etc., especially when they are written or printed",The guest list includes numerous celebrities.,list_uk.mp3,list_us.mp3
1924,list,verb,a1,/lɪst/,/lɪst/,to write a list of things in a particular order,We were asked to list our ten favourite songs.,list_uk.mp3,list_us.mp3
1925,listen,verb,a1,/ˈlɪsn/,/ˈlɪsn/,to pay attention to somebody/something that you can hear,Listen! What's that noise? Can you hear it?,listen_uk.mp3,listen_us.mp3
1926,listener,noun,a2,/ˈlɪsənə(r)/,/ˈlɪsənər/,a person who listens,a good listener (= somebody who you can rely on to listen with attention or sympathy),listener_uk.mp3,listener_us.mp3
1927,literature,noun,b1,/ˈlɪtrətʃə(r)/,/ˈlɪtrətʃər/,"pieces of writing that are valued as works of art, especially novels, plays and poems (in contrast to technical books and newspapers, magazines, etc.)",English/American/French literature,literature_uk.mp3,literature_us.mp3
1928,little,adjective,a1,/ˈlɪtl/,/ˈlɪtl/,not big; small; smaller than others,a little house,little_uk.mp3,little_us.mp3
1929,little,adverb,a2,/ˈlɪtl/,/ˈlɪtl/,to a small degree,She seemed a little afraid of going inside.,little_uk.mp3,little_us.mp3
1930,little,determiner,a1,/ˈlɪtl/,/ˈlɪtl/,"used with uncountable nouns to mean ‘a small amount’, ‘some’",a little milk/sugar/tea,little_uk.mp3,little_us.mp3
1931,little,pronoun,a1,/ˈlɪtl/,/ˈlɪtl/,"used with uncountable nouns to mean ‘a small amount’, ‘some’",a little milk/sugar/tea,little_uk.mp3,little_us.mp3
1932,live,adjective,b1,/laɪv/,/laɪv/,living; not dead,live animals,live_uk.mp3,live_us.mp3
1933,live,adverb,b1,/laɪv/,/laɪv/,broadcast at the time of an actual event; played or recorded at an actual performance,The show is going out live.,live_uk.mp3,live_us.mp3
1934,live,verb,a1,/lɪv/,/lɪv/,to have your home in a particular place,to live in a house/a flat/an apartment ,live_uk.mp3,live_us.mp3
1935,lively,adjective,b2,/ˈlaɪvli/,/ˈlaɪvli/,full of life and energy; active and enthusiastic,an intelligent and lively young woman,lively_uk.mp3,lively_us.mp3
1936,living,adjective,b1,/ˈlɪvɪŋ/,/ˈlɪvɪŋ/,alive now,all living things,living_uk.mp3,living_us.mp3
1937,living,noun,b1,/ˈlɪvɪŋ/,/ˈlɪvɪŋ/,money to buy the things that you need in life,She earns her living as a freelance journalist.,living_uk.mp3,living_us.mp3
1938,load,noun,b2,/ləʊd/,/ləʊd/,"something that is being carried (usually in large amounts) by a person, vehicle, etc.",The trucks waited at the warehouse to pick up their loads.,load_uk.mp3,load_us.mp3
1939,load,verb,b2,/ləʊd/,/ləʊd/,to put a large quantity of things or people onto or into something,"load something, We loaded the car in ten minutes.",load_uk.mp3,load_us.mp3
1940,loan,noun,b2,/ləʊn/,/ləʊn/,money that an organization such as a bank lends and somebody borrows,to take out/repay a loan (= to borrow money/pay it back),loan_uk.mp3,loan_us.mp3
1941,local,adjective,a1,/ˈləʊkl/,/ˈləʊkl/,belonging to or connected with the particular place or area that you are talking about or with the place where you live,local people/residents/businesses,local_uk.mp3,local_us.mp3
1942,local,noun,b1,/ˈləʊkl/,/ˈləʊkl/,a person who lives in a particular place or district,The locals are very friendly.,local_uk.mp3,local_us.mp3
1943,locate,verb,b1,/ləʊˈkeɪt/,/ˈləʊkeɪt/,to find the exact position of somebody/something,The mechanic located the fault immediately.,locate_uk.mp3,locate_us.mp3
1944,located,adjective,b1,/ləʊˈkeɪtɪd/,/ˈləʊkeɪtɪd/,"if something is located in a particular place, it exists there or has been put there",a small town located 30 miles south of Chicago,located_uk.mp3,located_us.mp3
1945,location,noun,b1,/ləʊˈkeɪʃn/,/ləʊˈkeɪʃn/,a place where something happens or exists; the position of something,a honeymoon in a secret location,location_uk.mp3,location_us.mp3
1946,lock,noun,a2,/lɒk/,/lɑːk/,"a device that keeps a door, window, box, etc. shut, usually needing a key to open it",She turned the key in the lock.,lock_uk.mp3,lock_us.mp3
1947,lock,verb,a2,/lɒk/,/lɑːk/,to fasten something with a lock; to be fastened with a lock,Did you lock the door?,lock_uk.mp3,lock_us.mp3
1948,logical,adjective,b2,/ˈlɒdʒɪkl/,/ˈlɑːdʒɪkl/,"seeming natural, reasonable or sensible",It was a logical conclusion from the child's point of view.,logical_uk.mp3,logical_us.mp3
1949,lonely,adjective,b1,/ˈləʊnli/,/ˈləʊnli/,unhappy because you have no friends or people to talk to,She lives alone and often feels lonely.,lonely_uk.mp3,lonely_us.mp3
1950,long,adjective,a1,/lɒŋ/,/lɔːŋ/,"measuring or covering a great length or distance, or a greater length or distance than usual",She had long dark hair.,long_uk.mp3,long_us.mp3
1951,long,adverb,a1,/lɒŋ/,/lɔːŋ/,for a long time,Have you been here long?,long_uk.mp3,long_us.mp3
1952,long-term,adjective,b2,/ˌlɒŋ ˈtɜːm/,/ˌlɔːŋ ˈtɜːrm/,lasting or having an effect over a long period of time,Our long-term goal is to lower operating costs by 10 per cent.,long-term_uk.mp3,long-term_us.mp3
1953,long-term,adverb,b2,/ˌlɒŋ ˈtɜːm/,/ˌlɔːŋ ˈtɜːrm/,over a long period of time,to benefit/affect somebody long-term,long-term_uk.mp3,long-term_us.mp3
1954,look,noun,a2,/lʊk/,/lʊk/,an act of looking at somebody/something,"look at somebody/something, Here, have a look at this.",look_uk.mp3,look_us.mp3
